"学年","範囲","問題","答え","誤答候補"
"中3","粒子（化学）","ナトリウムイオンは、陽イオン・陰イオンのどちらか。","陽イオン","陰イオン"
"中3","粒子（化学）","マグネシウムイオンをイオン式で書け。","Mg2＋","Mg＋;Mg2－;Mg＋2;Mn2＋;Mg3＋;Ma2＋;Mgg＋"
"中3","粒子（化学）","塩化水素が水にとけて電離すると、何イオンと何イオンに分かれるか。イオン式で、２つ書け。","H＋・Cl－","H－・Cl＋;H2＋・Cl2－;HCl;Na＋・Cl－;H＋・OH－;Cl＋・H－;H＋・Cl2－"
"中3","粒子（化学）","塩化銅水溶液を電気分解したとき、陰極に付着する物質は何か。","銅","塩素;水素;酸素;亜鉛;銀;鉄;ナトリウム"
"中3","粒子（化学）","塩酸を電気分解したとき、陰極から発生する気体は何か。","水素","塩素;酸素;二酸化炭素;窒素;アンモニア;塩化水素;オゾン"
"中3","粒子（化学）","食塩水に２枚の銅板を入れ、導線でつなぐとき、電圧は生じるか。","生じない","生じる"
"中3","粒子（化学）","砂糖水にマグネシウムリボンと銅板を入れ、導線でつなぐと、電圧は生じるか。","生じない","生じる"
"中3","粒子（化学）","うすい塩酸に亜鉛板と銅板を入れた電池では、亜鉛が塩酸にとける。このとき、亜鉛は何を失うか。","電子","陽子;中性子;イオン;原子核;陽イオン;原子;質量"
"中3","粒子（化学）","電池は、何エネルギーを電気エネルギーに変換しているか。","化学エネルギー","熱エネルギー;光エネルギー;運動エネルギー;位置エネルギー;音エネルギー;核エネルギー;力学的エネルギー"
"中3","粒子（化学）","充電ができるのは、マンガン乾電池・鉛蓄電池のどちらか。","鉛蓄電池","マンガン乾電池"
"中3","粒子（化学）","簡易電気分解装置で水を電気分解したあと、電源を外して電極に電子オルゴールをつないだ。このとき、電子オルゴールの音は鳴るか。","鳴る","鳴らない"
"中3","粒子（化学）","酸性の水溶液では、何色のリトマス紙が変化するか。","青色","赤色;緑色;黄色;無色;紫色;白色;桃色"
"中3","粒子（化学）","アルカリ性の水溶液では、ＢＴＢ溶液が何色に変化するか。","青色","黄色;緑色;赤色;無色;紫色;桃色;オレンジ色"
"中3","粒子（化学）","フェノールフタレイン溶液が赤色になるのは、酸性・中性・アルカリ性のうちのどの水溶液か。","アルカリ性","酸性;中性"
"中3","粒子（化学）","マグネシウムリボンを入れたとき、水素が発生するのは、酸性・中性・アルカリ性のうちのどの水溶液か。","酸性","中性;アルカリ性"
"中3","粒子（化学）","水酸化バリウム・硫酸・水酸化カリウムのうち、酸はどれか。","硫酸","水酸化バリウム;水酸化カリウム"
"中3","粒子（化学）","中和でできる物質は、塩と何か。化学式で書け。","H2O","CO2;NaCl;HCl;NaOH;O2;H2;OH"
"中3","粒子（化学）","塩酸と水酸化ナトリウム水溶液を混ぜ合わせ、水溶液を中性にした。この水溶液を蒸発させたときに出てくるのは、何という物質の結晶か。","塩化ナトリウム","炭酸ナトリウム;塩化カリウム;硫酸ナトリウム;硝酸ナトリウム;水酸化ナトリウム;塩化カルシウム;塩化アンモニウム"
"中3","エネルギー（物理）","単位時間に物体が移動する距離で表せるものは何か。","速さ","速度;加速度;距離;時間;変位;移動量;運動量"
"中3","エネルギー（物理）","ある区間を一定の速さで走ったとみなしたときの速さを何というか。","平均の速さ","瞬間の速さ;初速;終速;最高速度;等速度;加速度;平均加速度"
"中3","エネルギー（物理）","ごく短い時間に移動した距離をその時間で割って求めた速さで，スピードメーターが示す速さを何というか。","瞬間の速さ","平均の速さ;初速;終速;最高速度;等速度;加速度;一定の速さ"
"中3","エネルギー（物理）","１秒間に50打点打つ記録タイマーで，５打点するのに何秒かかるか。","0.1秒","0.02秒;0.5秒;1秒;0.05秒;5秒;0.01秒;0.2秒"
"中3","エネルギー（物理）","記録タイマーの打点間隔が広がっていく運動は，速さがどうなる運動か。","速くなる運動","おそくなる運動;等速直線運動;変わらない運動;静止する運動;速さが減る運動;往復運動;一定の運動"
"中3","エネルギー（物理）","斜面を下る台車の運動は，速さがどうなる運動か。","速くなる運動","おそくなる運動;等速直線運動;静止する運動;変わらない運動;速さが減る運動;一定の運動;停止"
"中3","エネルギー（物理）","斜面の角度を大きくすると，斜面を下る台車の速さの変化はどうなるか。","大きくなる","小さくなる;変わらない;一定になる;急に減る"
"中3","エネルギー（物理）","斜面をのぼる台車の運動は，速さがどうなる運動か。","おそくなる運動","速くなる運動;等速直線運動;静止する運動;変わらない運動;速さがふえる運動;一定の運動;加速運動"
"中3","エネルギー（物理）","地面を転がしたボールが止まるのは，ボールに何という力がはたらくからか。","摩擦力","重力;空気抵抗;抗力;弾性力;垂直抗力;張力;遠心力"
"中3","エネルギー（物理）","一直線上を動く運動で，力がはたらかない運動や，はたらいている力がつり合っている運動を何というか。","等速直線運動","等加速度運動;自由落下;円運動;往復運動;加速運動;変速運動;放物運動"
"中3","エネルギー（物理）","等速直線運動では，移動距離と時間にはどのような関係があるか。","比例(の関係)","反比例の関係;一定の関係;無関係;二乗に比例;曲線の関係;不規則な関係;減少の関係"
"中3","エネルギー（物理）","物体が，外から力がはたらかないかぎり，運動の様子を変えずに，その運動の状態を続けようとする性質を何というか。","慣性","慣性の法則;重力;摩擦力;運動量;弾性;遠心力;作用反作用"
"中3","エネルギー（物理）","力がはたらかないかぎり，静止している物体は静止し続け，動いている物体は等速直線運動を続けるという法則とは何か。","慣性の法則","運動の法則;作用反作用の法則;フックの法則;オームの法則;万有引力の法則;エネルギー保存の法則;ニュートンの第二法則"
"中3","エネルギー（物理）","高いところにある物体がもっているエネルギーを何というか。","位置エネルギー","運動エネルギー;力学的エネルギー;弾性エネルギー;熱エネルギー;電気エネルギー;化学エネルギー;ポテンシャル"
"中3","エネルギー（物理）","運動している物体がもっているエネルギーを何というか。","運動エネルギー","位置エネルギー;力学的エネルギー;弾性エネルギー;熱エネルギー;電気エネルギー;化学エネルギー;運動量"
"中3","エネルギー（物理）","高いところほど，速い運動ほど，質量が大きいほど物体のもっているエネルギーの大きさはどうなるか。","大きくなる","小さくなる;変わらない;一定になる;半分になる"
"中3","エネルギー（物理）","位置エネルギーと運動エネルギーの和を何というか。","力学的エネルギー","位置エネルギー;運動エネルギー;熱エネルギー;電気エネルギー;化学エネルギー;全エネルギー;弾性エネルギー"
"中3","エネルギー（物理）","位置エネルギーと運動エネルギーは互いに移り変わるが，摩擦や空気抵抗がないときその和が一定に保たれるということを何というか。","力学的エネルギーの保存","エネルギーの保存;運動量保存の法則;質量保存の法則;慣性の法則;熱量保存の法則;エネルギーの変換;仕事の原理"
"中3","エネルギー（物理）","１Wの電力を１秒間使用したときの電気エネルギーを単位をつけて表すとどうなるか。","１Ｊ(ジュール)","1W;1V;1A;1N;1Pa;1Wh;1cal"
"中3","エネルギー（物理）","エネルギーが移り変わる前後で，エネルギー全体の量が一定に保たれることを何というか。","エネルギーの保存","力学的エネルギーの保存;質量保存の法則;運動量保存の法則;エネルギーの変換;熱量保存の法則;仕事の原理;慣性の法則"
